model,case,psnr,ssim,mae,mse,pcc,org_psnr,org_ssim,org_mae,org_mse,org_pcc,body_psnr,body_ssim,body_mae,body_mse,body_pcc,body_frac,raps_hf,grad_w1,org_grad_w1,seam,zflicker,zaniso,lpips,phase_match,agree_real,gen_prob,feature_l1_hu
cytran,1.2.840.113619.2.278.3.717616.306.1582703665.824_1.2.840.113619.2.278.3.717616.306.1582703665.961.4202498_deeds.nii.gz,25.595662542901838,0.914014597233949,0.014825368196432053,0.002756980825907202,0.963313108769788,19.122513703206025,0.9034876398372101,0.05678593155791005,0.012239075945975597,0.9085864055979367,19.834904184672904,0.8833761674089486,0.05565559753600029,0.01038746519301322,0.886236145068112,0.2634676080137512,0.89210841575325,0.0004942766961583059,0.0014419276670541265,nan,1.1671879168688646,1.196323588637574,nan,0,0,0.0013778602005913854,43.767765808105466
cytran,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_deeds.nii.gz,29.89888027222112,0.9364219513074626,0.011422332489036374,0.0010235568587032104,0.9864686677000243,23.46246044339445,0.9586382873142058,0.038082694393499865,0.00450561372069187,0.9594032502237315,25.508338127321505,0.9621055115183508,0.0314084351081806,0.002812977039184315,0.9629861890806862,0.3603996687642131,0.7344883580561337,0.0011707815870108697,0.003190718679166349,nan,1.034607461389813,1.165859474805206,nan,0,0,0.2673662304878235,30.644527980259486
cytran,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_deeds.nii.gz,29.664219104551208,0.9298041932285658,0.011475313078068629,0.0010803838648876954,0.988511897085488,22.82190914551294,0.9591843175426434,0.04736735367483617,0.005221665956696715,0.96170551475315,24.345135779966416,0.9615221499829366,0.03927687702288138,0.0036769389743535105,0.9646044642397412,0.2792026956705792,0.7585783847134644,0.0008275059548250621,0.0022439359162531114,nan,1.0583187202989444,1.1620199567868288,nan,0,0,0.001140305190347135,40.012037004743306
cytran,1.2.840.113619.2.278.3.717616.260.1578649359.241_1.2.840.113619.2.278.3.717616.260.1578649359.370.4202498_deeds.nii.gz,29.449620225793215,0.9339668873156378,0.01123275251369105,0.0011351100724433505,0.9848885123945323,23.621106583486075,0.968195276378688,0.034378456405714145,0.004343995249554705,0.9684843306074745,24.875771012462845,0.9633796098475617,0.03243308519190621,0.0032540400868659803,0.9635740270188272,0.3409245086953138,0.7384976324331565,0.0011028391653987318,0.002442385128333935,nan,1.0416369719039582,1.161828675006377,nan,1,1,0.3885524570941925,19.42101505824498
cytran,1.2.840.113619.2.278.3.717616.202.1592287869.821_1.2.840.113619.2.278.3.717616.202.1592287869.941.4202498_deeds.nii.gz,28.85781643724087,0.9248328686981271,0.014069715031396778,0.0013008234467355947,0.9831225701495394,21.476787679692304,0.9362709924129685,0.05970560384395175,0.007117397673479454,0.9427766583098931,24.514234936095512,0.9500882614834745,0.03827468437962068,0.0035365231588018464,0.9567356169999408,0.3650677479739467,0.67209223564674,0.002250895075068493,0.007208244487727321,nan,0.9597041520471701,1.212234385646846,nan,0,0,0.0011626698542386293,61.361830647786455
resvit,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_deeds.nii.gz,29.885391311440156,0.9184451135111595,0.011724859789488578,0.0010267409152802307,0.9832786757371419,23.980773137316362,0.9594699900176643,0.0343669545361906,0.003998735573555209,0.9592155863107585,26.079963238089267,0.9606425467425216,0.028200507462700253,0.0024660602117113225,0.9605333849770166,0.41221642573459505,0.8212313638336519,0.00047677393144953653,0.0010384123890702873,nan,1.079854772212382,1.1302621887805586,nan,1,1,0.8671268224716187,8.487278238932292
resvit,1.2.840.113619.2.278.3.717616.323.1577925255.997_1.2.840.113619.2.278.3.717616.323.1577925256.95.4202498_deeds.nii.gz,30.654169284033426,0.9445778438884492,0.009529869241636032,0.0008601675835106074,0.9884223988524542,24.500635736265718,0.9773314280681985,0.03297123230458901,0.0035476145414354266,0.97883366962986,25.918472208175217,0.9718339972501854,0.029098042290511723,0.0025594861226696346,0.9729725945436855,0.322091862414412,0.9243323289620076,0.0004821142068667866,0.0009484900908872508,nan,1.0867161483899328,1.071382561123584,nan,1,1,0.9868242144584656,27.260049438476564
resvit,1.2.840.113619.2.278.3.717616.166.1580339223.519_1.2.840.113619.2.278.3.717616.166.1580339223.616.4202498_deeds.nii.gz,30.569558882233444,0.9406851710207025,0.009523583499492203,0.0008770899036227387,0.9882843543430602,24.7128103070775,0.9667215148214802,0.03101958806167989,0.003378461461891321,0.9665018969566838,25.752758250134246,0.9659783810031715,0.02894758542928687,0.0026590357417136004,0.9656383199012738,0.32588956636968297,0.7326888064189492,0.0008383224746936967,0.002026204877718258,nan,1.0277250342391349,1.1485921179015104,nan,1,1,0.9970855712890625,12.254254150390626
resvit,1.2.840.113619.2.278.3.717616.166.1580339223.956_1.2.840.113619.2.278.3.717616.166.1580339224.53.4202498_deeds.nii.gz,28.257753949548196,0.9201724132999977,0.012202679336889639,0.0014935666410621296,0.9829213035627907,23.526109909373695,0.9621054001569223,0.03218629087958768,0.0044400617394802526,0.9619670331861804,23.867392212616274,0.9538038772376219,0.03358775693320147,0.004104504902560208,0.9534287225014906,0.3605398557027855,0.6340172824831223,0.0013840205932731946,0.0029146805222415,nan,0.9807564526829814,1.171837664056032,nan,1,1,0.9971390962600708,13.934042358398438
resvit,1.2.840.113619.2.278.3.717616.286.1593493292.675_1.2.840.113619.2.278.3.717616.286.1593493292.775.4202498_deeds.nii.gz,30.258671677742136,0.9308388085547064,0.01088143249249081,0.0009421777245837212,0.9891505888684918,24.95127156347926,0.9721609789831923,0.028132144162636298,0.003197958647693734,0.9723722440525084,26.610145757708153,0.9717778837554015,0.025395053921885652,0.002182656656394471,0.9718326413642231,0.4253575697439112,0.6868009223985692,0.0016091616450235769,0.0021383272701424017,nan,1.0044975047118214,1.1707519740544918,nan,1,1,0.9276975393295288,12.705138142903646
resvit,1.2.840.113619.2.278.3.717616.306.1582703661.35_1.2.840.113619.2.278.3.717616.306.1582703661.129.4202498_deeds.nii.gz,29.098759771726197,0.9346340561491283,0.010723626988000317,0.0012306201526659421,0.9833632509495447,23.2316790458097,0.9605022358438161,0.03649992629841214,0.0047515148993140235,0.9603940631775159,23.733206205245544,0.9501817848967077,0.03693098443921438,0.004233303244898643,0.949872942844353,0.2882795300858457,0.6813081520478391,0.0012048506015001966,0.00407420817246363,nan,0.9551054012821504,1.1187925759533819,nan,1,1,0.9985377192497253,16.216813223702566
resvit,1.2.392.200036.9116.2.5.1.37.2418751871.1526972837.526920_1.2.392.200036.9116.2.5.1.37.2418751871.1526973364.470863_deeds.nii.gz,26.77916664534934,0.9087191974857676,0.01437389279474911,0.0020993426815446962,0.9810299818749573,22.287013402013937,0.9559881696215029,0.03831113318009226,0.005906070949067287,0.9569641965028003,22.387055441250695,0.9402325331765204,0.041050488210130937,0.005771576492526917,0.9410282805924072,0.2830902040602605,0.6389538267367266,0.0030048557734687646,0.004138568759869944,nan,0.9722897946330319,1.1991187645328596,nan,1,1,0.9979890584945679,15.745276314871651
resvit,1.2.392.200036.9116.2.5.1.37.2418751871.1522984884.757455_1.2.392.200036.9116.2.5.1.37.2418751871.1522985393.543093_deeds.nii.gz,27.828144466150036,0.9216841152024849,0.012843421552136768,0.0016488667234119282,0.9815422480479973,23.563690185908513,0.964265608073633,0.035320395695906705,0.004401806844819282,0.9641511998399646,24.402549090823697,0.9603185929981674,0.03399603746916512,0.0036286500868897738,0.9600654648783202,0.2872439413280216,0.6745623737026742,0.0028941188853716993,0.0024601192157699616,nan,1.0534428172079253,1.24305352042613,nan,1,1,0.9968372583389282,10.38656725202288
resvit,1.2.840.113619.2.278.3.717616.310.1589696975.113_1.2.840.113619.2.278.3.717616.310.1589696975.214.4202498_deeds.nii.gz,29.034393211078886,0.9287870931928334,0.010009015604787438,0.0012489949398652577,0.9843900848139915,22.587190822294794,0.9584006233113966,0.03481623063333471,0.0055116409449561905,0.9582796828304545,23.812251643399122,0.9535347393851498,0.03333031918239985,0.004156950333459457,0.953171321501313,0.29022336311819963,0.6448719936557519,0.0013731899688048832,0.0029725027988198034,nan,1.0397480748440908,1.249866502580764,nan,1,1,0.9983099699020386,10.50255857195173
resvit,1.2.392.200036.9116.2.5.1.37.2418751871.1574736893.449879_1.2.392.200036.9116.2.5.1.37.2418751871.1574737469.513228_deeds.nii.gz,26.310809094353388,0.9083910312676428,0.015416953524766505,0.0023384015518567807,0.9753013756981911,21.744657058815978,0.9514777439540579,0.04005993307105312,0.00669166658789022,0.9519394831194588,22.23507307304635,0.9396952949093215,0.04011164161671703,0.005977129876702197,0.939646843547979,0.31846080952428396,0.6529335366071004,0.0028707286318382505,0.001989869191990621,nan,1.197048297138386,1.4185140049952005,nan,1,1,0.9986278414726257,12.600272042410714
resvit,1.2.840.113619.2.278.3.717616.259.1592554882.977_1.2.840.113619.2.278.3.717616.259.1592554883.67.4202498_deeds.nii.gz,30.64054176047624,0.938283921432498,0.010107389455356126,0.0008628709022571015,0.9885599066917125,24.61141660887587,0.9746166711627466,0.031219698307539796,0.003458265555599635,0.9748035776039783,26.48269430829479,0.9737424478624378,0.026352608250418453,0.0022476597533896176,0.973769016463645,0.38002527931945435,0.7156803920571284,0.0009285179514003887,0.0018077561010869897,nan,1.0229411307711933,1.138893149276297,nan,1,1,0.9971216320991516,10.585472615559896
resvit,1.2.840.113619.2.278.3.717616.249.1585713660.403_1.2.840.113619.2.278.3.717616.249.1585713660.663.12_deeds.nii.gz,28.295059727532298,0.9357173596404139,0.01064304306561725,0.0014807918901334107,0.9771870078079019,21.77265530071527,0.9388804322451278,0.042993486992737674,0.006648665287986608,0.940028154031834,22.104449002601903,0.9282136179761681,0.04436267905384938,0.00615963672602348,0.9288690306998411,0.2348892779970323,0.6855623076084055,0.0012994813159921258,0.0033112328747232577,nan,1.0452865659413793,1.2885798487999336,nan,1,1,0.9928800463676453,16.64344482421875
resvit,1.2.840.113619.2.278.3.717616.306.1582703645.873_1.2.840.113619.2.278.3.717616.306.1582703646.13.4202498_deeds.nii.gz,29.392161569676,0.9316352866722845,0.00933566684321155,0.0011502277553093313,0.9825673547852369,22.748831781374165,0.9515882594778733,0.03559405408112434,0.005310272672559824,0.9521197695294407,23.934722170398032,0.9515379414140986,0.03328665844818727,0.004041362273438818,0.9515974361804543,0.2514754137276546,0.7743746407943911,0.0008597375458845283,0.0016535052951361985,nan,1.1091250438477247,1.1954455472658618,nan,1,1,0.998560905456543,7.004588826497396
resvit,1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4202498_deeds.nii.gz,31.85906418042353,0.9535919001492466,0.0076604171566360965,0.0006517688223505336,0.9908415805623608,25.74367783266805,0.9781671810649036,0.03050323531427192,0.0026646011852247114,0.9791081472742758,25.97756013524698,0.9712635584009044,0.030656665339435098,0.002524898861325551,0.9720277036778804,0.241579215748046,0.7677485034884125,0.000771145972774828,0.0021785217830593653,nan,1.0020663174749094,1.1210578380269172,nan,1,1,0.9966481924057007,29.566680908203125
resvit,1.2.392.200036.9116.2.5.1.37.2418751871.1432695579.168588_1.2.392.200036.9116.2.5.1.37.2418751871.1432696175.178596_deeds.nii.gz,28.752305076013304,0.9211588105936032,0.01251246909667075,0.0013328138356382636,0.9843207190434646,24.587955082268394,0.9704983220433382,0.03269861351642711,0.0034769984075085428,0.9710587758256537,25.21052325336822,0.9645351074792446,0.032361860851887574,0.003012643028420568,0.9650381404659797,0.317671122707103,0.7267099486289452,0.001781523895939986,0.002798951687019353,nan,0.9939528756352444,1.121287746004911,nan,1,1,0.9982219934463501,30.972892252604165
resvit,1.2.840.113619.2.278.3.717616.306.1582703665.824_1.2.840.113619.2.278.3.717616.306.1582703665.961.4202498_deeds.nii.gz,25.832208155432244,0.9181501069683542,0.012999598757623297,0.002610833547485085,0.9645057228252287,19.411498735675362,0.9072153224214158,0.04694160245137613,0.011451176969782605,0.9085713816324076,20.065974860721845,0.8898281493288147,0.048888477791906686,0.009849235322264015,0.8896636146965766,0.2634676080137512,0.8380712372784217,0.00034283899892758365,0.0013656886353557612,nan,1.1339248888524758,1.1745843443012232,nan,1,1,0.9792882204055786,22.436808776855468
resvit,1.2.840.113619.2.278.3.717616.286.1587944967.557_1.2.840.113619.2.278.3.717616.286.1587944967.658.4202498_deeds.nii.gz,29.881001439782505,0.9376828341491775,0.010224210017807935,0.0010277792751445531,0.9860616728118615,23.45091857543673,0.958079264418295,0.033776586121625214,0.004517603825161374,0.9577795949060024,25.49749119063467,0.9622125354671484,0.028181167616237724,0.0028200115101407793,0.9618095749697937,0.3603996687642131,0.710922375691188,0.0010470049834141594,0.003187056702936159,nan,0.9830954121262142,1.119294810429814,nan,1,1,0.996171772480011,8.200405665806361
resvit,1.2.840.113619.2.278.3.717616.260.1578649386.487_1.2.840.113619.2.278.3.717616.260.1578649386.582.4202498_deeds.nii.gz,30.6987390479707,0.933873744552549,0.008474222502874915,0.0008513851976994018,0.9897118688970424,24.2405030642446,0.9661122913860222,0.02998232044156069,0.0037666016609316675,0.9659192123353765,25.431831826390265,0.9684383557216147,0.02864717344086386,0.0028629701326766716,0.9682085000103493,0.2792026956705792,0.7682689730840225,0.0005503508847014625,0.0012688521503966142,nan,1.0738064599995756,1.1557717635562696,nan,1,1,0.6332694292068481,10.963895525251116
resvit,1.2.840.113619.2.278.3.717616.260.1578649359.241_1.2.840.113619.2.278.3.717616.260.1578649359.370.4202498_deeds.nii.gz,29.203140258947705,0.9331862890893933,0.010783495816635407,0.0012013954258722173,0.9841744400526035,23.453338250658064,0.9677317901188804,0.03276449492800523,0.004515087539573763,0.9676343039817378,24.643967198688337,0.962520602855447,0.03116619751860613,0.0034324425745107957,0.9621892937565656,0.3409245086953138,0.6735359339895987,0.0012481357654204573,0.002723921048710907,nan,0.9967504514906593,1.1502450812510017,nan,1,1,0.9916406869888306,11.031996590750557
resvit,1.2.840.113619.2.278.3.717616.202.1592287869.821_1.2.840.113619.2.278.3.717616.202.1592287869.941.4202498_deeds.nii.gz,30.3351773276459,0.9250531958719769,0.010671733740565756,0.0009257255858631477,0.9856655351097048,23.749211965467943,0.9545055835575776,0.03769195867124833,0.0042177302790025965,0.9546134050205914,25.990432461340962,0.9630746304164354,0.029033043720252123,0.002517426235250122,0.9630298968753005,0.3650677479739467,0.7051100321980569,0.0014245637714338695,0.004446942411576511,nan,0.9990922390816007,1.1984007360215376,nan,1,1,0.9983890652656555,15.871628824869791
swinunetr_s5,1.2.840.113619.2.278.3.717616.286.1587944968.878_1.2.840.113619.2.278.3.717616.286.1587944968.981.4202498_deeds.nii.gz,30.34607095886861,0.9241467396407342,0.011673453365234641,0.0009234064507179588,0.9851370092110192,24.448638077364034,0.96382890098371,0.034170302144228344,0.0035903450815950124,0.9635717324085274,26.538702741101027,0.9649522186528378,0.028154779205773577,0.002218859104909255,0.9649645579518601,0.41221642573459505,0.7285919880195403,0.0006425774987491086,0.0022481398550510756,nan,0.9247275437512993,1.0081906653298829,nan,1,1,0.8657498359680176,10.5429931640625
swinunetr_s5,1.2.840.113619.2.278.3.717616.323.1577925255.997_1.2.840.113619.2.278.3.717616.323.1577925256.95.4202498_deeds.nii.gz,30.692211289279424,0.943967620313411,0.009288303143324668,0.000852665853156342,0.9882278226279991,24.399406905830993,0.9763371338804454,0.033176222026361016,0.003631276419029659,0.9775737718494922,25.94384196294564,0.971274475645958,0.028385932977021463,0.002544578209076522,0.9721126866393278,0.322091862414412,0.8710025550473307,0.00042847158572235786,0.000981994539773001,nan,0.9610357134038722,0.9765682426577427,nan,1,1,0.9763324856758118,31.313379923502605
swinunetr_s5,1.2.840.113619.2.278.3.717616.166.1580339223.519_1.2.840.113619.2.278.3.717616.166.1580339223.616.4202498_deeds.nii.gz,30.760076859765096,0.9405415863396561,0.009455344921106766,0.0008394451302112629,0.9887523669749447,24.897995814714527,0.9679493213341085,0.030820656653206338,0.003237430236244573,0.9678395517584416,25.94103030264992,0.9671969451736335,0.02876968371780774,0.002546226124548006,0.9669840737343673,0.32588956636968297,0.6585967502848861,0.001326437259300108,0.0032608075447723875,nan,0.8797706132402854,1.0274622317204758,nan,1,1,0.9719387888908386,9.31337890625
swinunetr_s5,1.2.840.113619.2.278.3.717616.166.1580339223.956_1.2.840.113619.2.278.3.717616.166.1580339224.53.4202498_deeds.nii.gz,28.327138391422146,0.9211921121613291,0.012058239997356602,0.0014698944864000594,0.9830397104404044,23.507523741067793,0.9616746063763776,0.0321139552547597,0.004459104249955067,0.9615568474651276,23.934045009638876,0.9540542739422742,0.03321749080219467,0.0040419924599648695,0.95371758701154,0.3605398557027855,0.6589312592334495,0.001334574328974756,0.002588646412705867,nan,0.8847031708585658,1.0471720897261114,nan,1,1,0.9756147265434265,9.217371622721354
swinunetr_s5,1.2.840.113619.2.278.3.717616.286.1593493292.675_1.2.840.113619.2.278.3.717616.286.1593493292.775.4202498_deeds.nii.gz,30.320604030260757,0.9298929701502233,0.011041766020448235,0.0009288371922327784,0.9892923892074735,25.227627818759434,0.9739066991801311,0.027862672723846547,0.0030008011537743925,0.9740270871718008,26.673403942531486,0.9722752647878801,0.025749062668559964,0.002151095074039043,0.9722554945538686,0.4253575697439112,0.6875540965414152,0.0015684596542559087,0.002013301055943704,nan,0.8968283635686896,1.038798130524931,nan,1,1,0.9426668882369995,15.833413696289062
swinunetr_s5,1.2.840.113619.2.278.3.717616.306.1582703661.35_1.2.840.113619.2.278.3.717616.306.1582703661.129.4202498_deeds.nii.gz,29.066060903420137,0.9348068849736372,0.0107839455790418,0.00123992069776301,0.9831846559342072,23.183847925910154,0.9597448809094985,0.0368220881890313,0.004804135049641428,0.9598559996806991,23.70319596533621,0.9494228299439676,0.037149255561056985,0.004262657151734664,0.9492959000598976,0.2882795300858457,0.6764087706269598,0.0012659888104497407,0.0043363850925700505,nan,0.8410393593867854,0.9863939158425298,nan,1,1,0.9771001935005188,21.898333958217076
swinunetr_s5,1.2.392.200036.9116.2.5.1.37.2418751871.1526972837.526920_1.2.392.200036.9116.2.5.1.37.2418751871.1526973364.470863_deeds.nii.gz,27.233127835261048,0.9108140556225321,0.013972215799923882,0.0018909812232167623,0.9828155096276012,22.96085440361146,0.9621000397054009,0.03670455304902165,0.005057251590329531,0.9626003711150232,22.844788322145455,0.9473049930277596,0.04015717203972456,0.005194229898923641,0.9474458217868575,0.2830902040602605,0.6342068702024514,0.0027189590188554467,0.003950113232899162,nan,0.7539774054998245,0.9223283558348824,nan,1,1,0.9982315301895142,19.49519239153181
