model,n,psnr,psnr_std,ssim,ssim_std,mae,mae_std,mse,mse_std,pcc,pcc_std,org_psnr,org_psnr_std,org_ssim,org_ssim_std,org_mae,org_mae_std,org_mse,org_mse_std,org_pcc,org_pcc_std,body_psnr,body_psnr_std,body_ssim,body_ssim_std,body_mae,body_mae_std,body_frac,body_frac_std,raps_hf,raps_hf_std,grad_w1,grad_w1_std,org_grad_w1,org_grad_w1_std,seam,seam_std,zflicker,zflicker_std,zaniso,zaniso_std,lpips,lpips_std,rad_dist,rad_dist_std,phase_acc,agree_real,gen_prob,feature_l1_hu,phase_acc_std,agree_real_std,gen_prob_std,feature_l1_hu_std,lev_beta,lev_varr,lev_beta_std,lev_varr_std,fid,fid_n_slices,fid_rad
gea_gan,20,29.14330646707476,1.5980760305955253,0.9276046147018885,0.011710593979512306,0.011455477863307261,0.0020939932634197285,0.0013042913535270006,0.0005321687126652763,0.9834728379320513,0.005915463494389257,23.326550118344382,1.3530998147681057,0.958745215333048,0.015035467858416397,0.03720144419764862,0.005052368042310975,0.004893323483752521,0.0018341500753122667,0.9593516779746057,0.014775651451361211,24.459030743368718,1.7208298033517124,0.9545219112632601,0.019078829604931433,0.03457857326509076,0.006400681336297348,0.3174047833349546,0.05435824493303565,0.6897970481378211,0.07243938801093355,0.0016746064493523907,0.0008615673569608332,0.0035495604468338505,0.0013151686971926637,nan,nan,0.9783236707357388,0.060053751947438144,1.1421641003445544,0.07015513496865898,0.05856932736933231,0.009184079732209994,0.048010827228426936,0.011589329357256942,0.95,0.95,0.9170972809195519,23.511939664568224,0.04873397172404484,0.04873397172404484,0.17148813950722366,9.122354810309746,0.1773513903686082,0.279954257153315,0.18189712865458516,0.12911191180116802,13.315955730160539,5459,0.13937197453736738
l1_adv,20,30.05542343760922,1.783220838936981,0.9413348637892633,0.012314876644385988,0.009875616227953743,0.002078879055638159,0.0010750262043788985,0.0005014852948554533,0.9863407125301112,0.006481599354811108,24.258456275430625,1.6962527463715515,0.9660129849421922,0.016168229945681678,0.03190152858257121,0.005498740908799392,0.004069613538409153,0.0019918780776550012,0.9661526748834859,0.016221333020192557,25.34634110759745,1.9985907872390019,0.962164022148704,0.02056983478643047,0.029912644544423116,0.006663340986210483,0.3174047833349546,0.05435824493303565,0.8964467088307935,0.0772781660816791,0.0009072401679939319,0.0005672012928039358,0.0025309215380378345,0.0011730296706134037,1.6324544893507098,0.23482569847203108,0.9977007953050785,0.0653735250107486,1.0762253252071519,0.0671516963871061,0.038759379740804435,0.012556909182840309,0.02964715100824833,0.01055488212140236,1.0,1.0,0.9750648200511932,17.848674621582028,0.0,0.0,0.04515099921481096,6.21263092450198,0.1704703754515332,0.13378397321466223,0.06906439863317969,0.05930424330724435,8.16077450902435,5459,0.04802145837972116
l1_adv_organ,20,30.010222665025072,1.7986309787165913,0.9425052290993834,0.01134301763968057,0.009834741565184223,0.0021593764692106896,0.0010872592171448524,0.0005046033877525098,0.9861644485124905,0.006650382770245806,24.222811522495917,1.7052512755025322,0.9658789303223703,0.016349799945088964,0.031727726357919595,0.005423734589781805,0.004104277162475757,0.0019951672772915994,0.9659384575726431,0.01629392420328981,25.28563941356673,1.9904197629856275,0.9617218212182802,0.020859497952952114,0.02998208865495251,0.006585644149838213,0.3174047833349546,0.05435824493303565,0.9052473161771285,0.0773498694229871,0.0009293826419739096,0.0005021979134418668,0.002630206774521341,0.0011547726068135262,1.6405862656465167,0.24963250926389766,0.9982153664617428,0.06401523564400753,1.0839998250388097,0.06540977994040477,0.038431535847485064,0.009504074670868437,0.03077593194320798,0.011156841508965995,1.0,1.0,0.9794003576040268,16.042024022056946,0.0,0.0,0.034108065039250866,5.65980024486633,0.20777924064114733,0.16000852915677677,0.09397764091858779,0.03836429241333145,7.150275229381037,5459,0.051015341307850015
l1_adv_organ_s42,20,30.07497877632499,1.7967015958426105,0.9441249832773673,0.011320297403788414,0.009577608055199896,0.0019017347734046417,0.0010724419549580126,0.0005099315482676106,0.9864803444907653,0.006439303466358052,24.304574016655458,1.711563677770486,0.9667413057950895,0.01612730193682777,0.031069681908258907,0.005194287741007033,0.004033960155580456,0.002004359351580358,0.966737173363344,0.016182732233604884,25.41697796402803,1.990326739333996,0.9632863363857316,0.02036827327593005,0.02912284659273611,0.006376343612284638,0.3174047833349546,0.05435824493303565,0.8974475038604846,0.07913569167744128,0.001078863667866927,0.0006143839768920404,0.0027260294225559456,0.0011534009851127925,1.3889215115132427,0.2051884204803659,0.9964756720798643,0.06403108758612268,1.098195458438855,0.0688627567590911,0.037780442554503676,0.010251153783223702,0.029279309138655663,0.010003674704179554,1.0,1.0,0.9891700565814971,14.571082602001372,0.0,0.0,0.010066558787478821,5.054493355634798,0.20058989304996655,0.1646874194192288,0.1147703056904136,0.07071689881710914,8.749502131194816,5459,0.04804040788196229
l1_adv_organ_s43,20,30.13031916525327,1.7874053062113409,0.9439864575196364,0.010733941026803508,0.009442184735653931,0.0019284827652577001,0.0010590625991030163,0.0005094101384410353,0.9864200141137864,0.006841133520137428,24.260582481860773,1.7400287137638384,0.9662828438507838,0.016522102749438616,0.030666690392136674,0.005341751684104385,0.004083124652752295,0.0020334112925987223,0.9662768926079833,0.01653277575036432,25.34590156533815,2.0162327675035616,0.9623768660021659,0.021033718215958678,0.028941774979062994,0.006468222219054788,0.3174047833349546,0.05435824493303565,0.9511144496766428,0.0807785460807153,0.0009273839903576137,0.00041767785033191803,0.002989341596378302,0.001082244048276244,1.3806630511840026,0.21134726317583621,1.004192780007687,0.06585571564751379,1.0846788082112486,0.06165588656720521,0.03710097875446081,0.010368593208156895,0.02909007864072919,0.011019099284896715,1.0,1.0,0.9927271217107773,13.900154333568755,0.0,0.0,0.008451573583154721,4.78843580446988,0.19129987964035972,0.13877583526393167,0.07180242572836076,0.02691605771196175,10.456678898630969,5459,0.04244224819042319
l1_adv_organ_s44,20,30.047617613151953,1.741321824120568,0.9439720244657751,0.011406199316264019,0.009629894288030806,0.0019045464197271012,0.0010742444711822417,0.0005022213787723594,0.986414707390131,0.006549572830847895,24.203678001292126,1.6958824258259653,0.9661415996432112,0.01619135056575837,0.031425100991108554,0.005215437647448626,0.0041201187562124805,0.0020028465453907052,0.9661130679562211,0.016258600984184243,25.324400577102296,1.9875597921756791,0.9626446586166132,0.020594268779340473,0.02942897118243042,0.006466908754928801,0.3174047833349546,0.05435824493303565,0.9034194334344094,0.07873335116757584,0.000930699506090893,0.000511267259140261,0.0029330988513670926,0.0011456675141151569,1.378592275881162,0.20534624904177598,1.0073022651057615,0.06384694632343997,1.09275910488014,0.06501303206938369,0.04002034766599536,0.013182593935047606,0.030117002967745065,0.011349758095508557,1.0,1.0,0.989684921503067,13.62358505612328,0.0,0.0,0.011772924626500892,4.561131581556277,0.23593509529824952,0.2065873636201567,0.1133473736584451,0.08501171853703535,9.210281483790595,5459,0.04897018870258485
l1_bowel_zero,20,30.45591362068752,1.7917375674137632,0.9438819321079641,0.01081349876571034,0.009427526302222055,0.0017829073488763202,0.0009832460106215112,0.00047874918014651077,0.9874203357306046,0.006274360662754193,24.579542925237497,1.7344537290391433,0.9683670041332284,0.016051438733636205,0.029873455973346348,0.005231150744439843,0.003801826272533558,0.0019724243998938593,0.9685375265694948,0.015921546440024414,25.720645366555726,2.0361359495792852,0.9650023599686323,0.02010382525638812,0.027927181659638183,0.006297118362045403,0.3174047833349546,0.05435824493303565,0.8357380331796375,0.0771803137578885,0.00205520455347196,0.0007412027000114141,0.0064635442022887,0.0015854221102039904,1.655171737473791,0.25892125151924555,0.9011156951125494,0.056327083626266324,1.0953905607204975,0.05916437156882862,0.04634493999183178,0.008156654679288411,0.038891426660120486,0.011052426109330877,0.95,0.95,0.9516753390431404,17.39159030551002,0.04873397172404484,0.04873397172404484,0.12259545292033965,7.02540890522302,0.20884825483868016,0.13568263823395557,0.0744268145394728,0.03748015835707325,21.922522028956564,5459,0.10726846326662454
l1_huprofile_only,20,30.305221229645404,1.766947581053021,0.9390358611688233,0.01439783902085096,0.009832689142958376,0.001829170353297315,0.0010158446197646087,0.00048801950621568023,0.9869753030742447,0.0065402568144181245,24.46451019445317,1.729746354468635,0.9679630960801532,0.01606916559086899,0.03068047753768925,0.005258946075677983,0.0038982053248516183,0.0019901617429434336,0.9679861485062353,0.016092038201182386,25.577765853688156,2.008642313516759,0.964523651117071,0.02017299512253875,0.02863639656878299,0.006383328975103256,0.3174047833349546,0.05435824493303565,0.8255506136741472,0.07775471527646871,0.001902997914253818,0.0006810628775363217,0.0060474524104188795,0.0014672040368828292,1.3501324057649797,0.21897649430539287,0.9231679109678197,0.05629469146715456,1.1106660446003553,0.057050748868779214,0.04657049216330052,0.008122970442213108,0.039873313438147304,0.010919407690930307,1.0,1.0,0.9768321990966797,18.312397637140183,0.0,0.0,0.03812412231441416,5.349633346011424,0.23035210321816296,0.1863833137710277,0.07161735979163382,0.07523394697124451,21.40269358016485,5459,0.10769322151637883
l1_only,20,30.38134825064476,1.8538469545062592,0.9413168001809735,0.014709157968416639,0.009622168796171206,0.001977275305431262,0.0010045680976028923,0.0004898817888427553,0.9871345520331438,0.00649681873453561,24.587740836050767,1.7529892724035447,0.9683571444139261,0.016137337749997618,0.029899388426306867,0.005302278209623924,0.0037999312856298586,0.0019826160577804666,0.9685034869365188,0.016050606373434372,25.699769460649826,2.058395757741986,0.9648070747261919,0.020296653775835904,0.02801428890167452,0.006447102564971891,0.3174047833349546,0.05435824493303565,0.83675456586324,0.07817858908028251,0.0019625403340546264,0.0007358770971963412,0.0064452425000911945,0.0015931075502617442,1.6722468660359726,0.26355144517690476,0.909158635918954,0.056483085898313794,1.0959494379875478,0.05856427256404944,0.04700892139226198,0.008615882600734311,0.03869025083258748,0.011122490100283529,0.95,0.95,0.9484363004565239,17.31918817066011,0.04873397172404484,0.04873397172404484,0.12653602707301756,6.4158675377223755,0.20853904464009282,0.15468119394577518,0.09392744512365366,0.055349500111202626,21.698287713572142,5459,0.10307701748705878
l1_organ_curriculum,20,30.41176827744949,1.7888310469023223,0.9435558137022101,0.012168019799942706,0.009463121756608562,0.0018149143756745806,0.0009925324200079542,0.00047897626383021786,0.9873458686105672,0.006275058008111063,24.58147123176686,1.7614332983753902,0.9684407202659564,0.01606006637671306,0.029879475341258732,0.005240676040758982,0.003806932374555854,0.0019793034960937732,0.9685124944691154,0.016023933148428638,25.697913804902992,2.0459659548973197,0.9650662084269847,0.020134361705398625,0.028018164291488734,0.006313606583635302,0.3174047833349546,0.05435824493303565,0.8395293304337867,0.07968309606636015,0.0019479121798302486,0.0007207353554515856,0.006231932701751682,0.0015084065749841691,1.6625430932168814,0.25654987058979106,0.9113257486480023,0.05554723654020068,1.098496570771453,0.0582222220650409,0.04697209261357784,0.008725828047981757,0.03836423987522721,0.011451424593715938,1.0,1.0,0.9791674703359604,15.738309624081566,0.0,0.0,0.02972253087634571,5.861707462110667,0.2285782740531264,0.1455765500073742,0.06832382894978567,0.03880070841501041,21.430468014733577,5459,0.10109641647550127
l1_organ_curriculum_s42,20,30.384673019710768,1.8007508125542437,0.9422275114555456,0.013005380411740208,0.00952637473316798,0.0017944600624079652,0.0009995315729115141,0.0004818138669826218,0.9871986692866621,0.006351268457237505,24.580266921100083,1.733390209406401,0.9684265877009548,0.01595647202413046,0.029876543686428836,0.004982560466012593,0.003800303025738082,0.001967992151527827,0.9685051117045473,0.015904773737514696,25.700708326907147,2.027466239505418,0.9650166384936119,0.020074183615074723,0.027995830329732706,0.006231067608277429,0.3174047833349546,0.05435824493303565,0.8220534816923172,0.07877240885224703,0.002051953718257611,0.0007438375242068086,0.006674841149720993,0.0015819941164540911,1.3408288557628567,0.21925698949152356,0.9083959729616913,0.05667070246732964,1.1068536290672426,0.05780789080742371,0.04638388454914093,0.007730486044637449,0.039399785827845334,0.010692440428639717,1.0,1.0,0.9842627674341202,14.850369122823073,0.0,0.0,0.02087355511913782,5.934040209171468,0.20059015202125638,0.15894748052566496,0.11193769384158214,0.08172623726303292,23.444557237780828,5459,0.10771789688535094
l1_organ_curriculum_s43,20,30.397191898420658,1.8043652135703205,0.9371649221440104,0.01723620587050393,0.009595742607076109,0.0017878108125908645,0.0009972880567890858,0.00048349958471472285,0.9872267561518646,0.006373926225647846,24.570030567189068,1.7498692174930324,0.9682915778322474,0.016081904873636633,0.029694193428167558,0.005081462731119223,0.0038128681339203983,0.0019708147384372063,0.9683395183436095,0.016036361712328234,25.684338935049755,2.0312055086365213,0.9648314097925279,0.020151032449268618,0.027889408817230548,0.006263239050934742,0.3174047833349546,0.05435824493303565,0.8306753207371577,0.07751411983167651,0.002041573249526602,0.0007727073158489351,0.006503342724513794,0.0015582666604615195,1.3461789387675662,0.21638710481281218,0.9080443773711331,0.05711532268944757,1.1025790529124646,0.06015558641445996,0.046631593443453315,0.008409539568275141,0.03862285986542702,0.010790335472702174,1.0,1.0,0.9869362026453018,14.388257030305407,0.0,0.0,0.012944152327533992,5.36667844801722,0.21633681900085538,0.15202916792730117,0.08977381507147876,0.05908158409154962,23.148991945266687,5459,0.10143158210745007
l1_organ_curriculum_s44,20,30.340489702150904,1.8036551463566461,0.9408638358843829,0.013697841225362328,0.00966131193413858,0.0018975126143071573,0.0010095652890129863,0.0004821184099318005,0.9870775967957037,0.006386753795855342,24.565509206360417,1.7524026372907733,0.9682132492141754,0.016072254039231893,0.02979250091788954,0.005208333515709513,0.003817208287916455,0.001970113299377611,0.9683249036986167,0.01600645603002859,25.677842932059953,2.0309143437235484,0.9647110530819655,0.020170764508843607,0.028036120894619054,0.006283390028212406,0.3174047833349546,0.05435824493303565,0.8237409219857262,0.07817800079404323,0.002069742317484173,0.0007652805065938459,0.006582380959400266,0.0015620751715379557,1.3511695127214465,0.21858216295751898,0.9074475199284228,0.055638481657146605,1.106381889752898,0.05815185937376023,0.047320899926126,0.008110920218896974,0.03982935836538672,0.011559912880094654,1.0,1.0,0.9888733237981796,14.264407234191896,0.0,0.0,0.013004351064114473,5.675439762179823,0.19861201703611292,0.16896392452841877,0.08439547743585073,0.08071632979539438,23.82090050804831,5459,0.10959021775163036
l1_organ_groupnorm_s42,20,30.56965407519372,1.9169887235246257,0.9486359480892336,0.010123306075115449,0.008777585904894785,0.0016880353846360978,0.0009716474266068302,0.0005151717934264289,0.9876444912662162,0.00642063127084443,24.76786203759977,1.790377508233935,0.9697948689540438,0.016039148811899724,0.028753495091807007,0.005107137536923466,0.0036656703236451122,0.0020021535482078697,0.9698319499899558,0.01601079656222145,25.92891575091276,2.14562602561578,0.9667415357285984,0.02019510065925959,0.026806878955500036,0.006523485849679144,0.3174047833349546,0.05435824493303565,0.8409425047937606,0.07845937164083869,0.0021451193269399205,0.0008190302388718044,0.0065248478538730975,0.0015647245671901852,1.355984699603375,0.2205666367700785,0.8970063663369148,0.057873535782342965,1.0991748929923566,0.06325551329939086,0.047789194621145725,0.008613731739844184,0.03999872393906116,0.01106168296277372,1.0,1.0,0.987880626320839,13.881823075612388,0.0,0.0,0.0331156768807669,5.883571086096649,0.26167992373499915,0.2411543208737269,0.1250413497689939,0.13219631095105733,28.160550139351017,5459,0.1166597809909522
l1_organ_groupnorm_s43,20,30.661144778370044,1.8697838127017328,0.9492248552345692,0.009715282889637057,0.008691203145976179,0.0016139891259866147,0.0009472822864093223,0.000496517659257286,0.9878964688651468,0.0063511584150467955,24.799335579866693,1.8128590705887146,0.9697772233229891,0.01624842593432518,0.028641238139484677,0.005211830915985324,0.0036480404795628833,0.0020185610227220294,0.9698276217410073,0.016220385409965076,25.958671635982807,2.1512676402567865,0.9666715838992678,0.020341229876203636,0.026716899093387664,0.006495929465942281,0.3174047833349546,0.05435824493303565,0.8422587390165092,0.07806215250626017,0.0021095167028544514,0.0007149665270275333,0.0066347531515308315,0.0015444238106595647,1.3526258422357809,0.22419446911468835,0.8930641514149478,0.05779104481996897,1.093365213591961,0.061464911760970437,0.04668523240834475,0.00865412882426681,0.03967325091361999,0.011067449348333504,1.0,1.0,0.9893985092639923,12.899201539357502,0.0,0.0,0.029440134733073126,4.775796363714003,0.25442231842454643,0.2377425663468773,0.14456306727338653,0.14593336223191436,28.343661186104953,5459,0.11351737251870819
